Sentence #,Word,POS,Tag
,",",",",O
,dense,JJ,O
,air,NN,O
,and,CC,O
,excludes,VBZ,O
,warmer,JJR,O
,air,NN,O
,.,.,O
Sentence: 98,calcirudite,NN,B-FD
,:,:,O
,A,DT,O
,fragmental,JJ,B-ORM
,limestone,NN,O
,in,IN,O
,which,WDT,O
,the,DT,O
,particles,NNS,O
,are,VBP,O
,generally,RB,O
,larger,JJR,O
,than,IN,O
,2,CD,O
,millimeters,NNS,O
,.,.,O
Sentence: 102,calcite,NN,B-FD
,:,:,O
,A,DT,O
,mineral,NN,O
,composed,VBN,O
,of,IN,O
,calcium,NN,O
,carbonate,NN,O
,",",",",O
,CaCOs,NNS,O
,",",",",O
,like,IN,B-ORM
,aragonite,NN,I-ORM
,but,CC,I-ORM
,differing,VBG,I-ORM
,in,IN,I-ORM
,crystal,NN,I-ORM
,form,NN,I-ORM
,;,:,O
,the,DT,O
,principal,JJ,O
,constituent,NN,O
,of,IN,O
,limestone,NN,O
,.,.,O
Sentence: 106,calcite,NN,B-FD
,bubble,NN,I-FD
,:,:,O
,A,DT,O
,hollow,JJ,O
,sphere,NN,O
,formed,VBN,O
,by,IN,O
,the,DT,O
,deposition,NN,O
,of,IN,O
,calcite,NN,O
,around,IN,O
,a,DT,O
,gas,NN,O
,bubble,NN,O
,;,:,O
,the,DT,B-ORM
,interior,NN,I-ORM
,is,VBZ,I-ORM
,smooth,JJ,I-ORM
,",",",",I-ORM
,and,CC,I-ORM
,the,DT,I-ORM
,exterior,NN,I-ORM
,consists,VBZ,I-ORM
,of,IN,I-ORM
,small,JJ,I-ORM
,jagged,VBN,I-ORM
,crystals,NNS,I-ORM
,.,.,O
Sentence: 107,calcite,NN,B-FD
,bubble,NN,I-FD
,:,:,O
,A,DT,O
,hollow,JJ,B-ORM
,sphere,NN,O
,formed,VBN,O
,by,IN,O
,the,DT,O
,deposition,NN,O
,of,IN,O
,calcite,NN,O
,around,IN,O
,a,DT,O
,gas,NN,O
,bubble,NN,O
,;,:,O
,the,DT,O
,interior,NN,O
,is,VBZ,O
,smooth,JJ,O
,",",",",O
,and,CC,O
,the,DT,O
,exterior,NN,O
,consists,VBZ,O
,of,IN,O
,small,JJ,O
,jagged,VBN,O
,crystals,NNS,O
,.,.,O
Sentence: 110,canopy,NN,B-FD
,:,:,O
,A,DT,O
,compound,JJ,O
,cave,NN,O
,formation,NN,O
,consisting,VBG,O
,of,IN,O
,flowstone,NN,O
,hanging,VBG,O
,from,IN,O
,a,DT,O
,sloping,VBG,O
,wall,NN,O
,projection,NN,O
,and,CC,O
,forming,VBG,B-ORM
,a,DT,I-ORM
,fringe,NN,I-ORM
,of,IN,I-ORM
,shawls,NNS,I-ORM
,or,CC,I-ORM
,stalactites,NNS,I-ORM
,on,IN,I-ORM
,the,DT,I-ORM
,outer,JJ,I-ORM
,edge,NN,I-ORM
,.,.,O
Sentence: 116,canyon,NN,B-FD
,:,:,O
,A,DT,O
,steep,JJ,B-ORM
,-,HYPH,I-ORM
,walled,VBN,I-ORM
,chasm,NN,O
,",",",",O
,gorge,NN,O
,",",",",O
,or,CC,O
,ravine,NN,O
,cut,VBN,O
,by,IN,O
,running,VBG,O
,water,NN,O
,.,.,O
Sentence: 121,capillary,JJ,B-FD
,stalagmite,NN,I-FD
,:,:,O
,Hollow,JJ,O
,stalagmite,NN,O
,formed,VBN,O
,by,IN,O
,saturated,VBN,O
,karst,NN,O
,water,NN,O
,pushed,VBN,O
,up,RP,O
,through,IN,O
,capillaries,NNS,O
,and,CC,O
,small,JJ,O
,cracks,NNS,O
,in,IN,O
,a,DT,O
,sinter,NN,O
,crust,NN,O
,;,:,O
,covering,VBG,B-ORM
,permeable,JJ,I-ORM
,fluvial,JJ,I-ORM
,deposits,NNS,I-ORM
,on,IN,O
,the,DT,O
,floor,NN,O
,of,IN,O
,a,DT,O
,cave,NN,O
,;,:,O
,first,RB,O
,reported,VBN,O
,from,IN,O
,Cuba,NNP,O
,",",",",O
,where,WRB,O
,such,JJ,O
,stalagmites,NNS,O
,are,VBP,O
,composed,VBN,O
,of,IN,O
,aragonite,NN,O
,.,.,O
Sentence: 122,capillary,JJ,B-FD
,stalagmite,NN,I-FD
,:,:,O
,Hollow,JJ,B-ORM
,stalagmite,NN,O
,formed,VBN,O
,by,IN,O
,saturated,VBN,O
,karst,NN,O
,water,NN,O
,pushed,VBN,O
,up,RP,O
,through,IN,O
,capillaries,NNS,O
,and,CC,O
,small,JJ,O
,cracks,NNS,O
,in,IN,O
,a,DT,O
,sinter,NN,O
,crust,NN,O
,;,:,O
,covering,VBG,O
,permeable,JJ,O
,fluvial,JJ,O
,deposits,NNS,O
,on,IN,O
,the,DT,O
,floor,NN,O
,of,IN,O
,a,DT,O
,cave,NN,O
,;,:,O
,first,RB,O
,reported,VBN,O
,from,IN,O
,Cuba,NNP,O
,",",",",O
,where,WRB,O
,such,JJ,O
,stalagmites,NNS,O
,are,VBP,O
,composed,VBN,O
,of,IN,O
,aragonite,NN,O
,.,.,O
Sentence: 131,cave,NN,B-FD
,:,:,O
,A,DT,O
,natural,JJ,O
,underground,JJ,O
,room,NN,B-ORM
,or,CC,I-ORM
,series,NN,I-ORM
,of,IN,I-ORM
,rooms,NNS,I-ORM
,and,CC,I-ORM
,passages,NNS,I-ORM
,large,JJ,O
,enough,RB,O
,to,TO,O
,be,VB,O
,entered,VBN,O
,by,IN,O
,a,DT,O
,man,NN,O
,;,:,O
,generally,RB,O
,formed,VBN,O
,by,IN,O
,solution,NN,O
,of,IN,O
,limestone,NN,O
,.,.,O
Sentence: 141,cave,NN,B-FD
,breccia,NN,I-FD
,:,:,O
,Angular,JJ,B-ORM
,fragments,NNS,O
,of,IN,O
,rock,NN,O
,forming,VBG,O
,a,DT,O
,fill,NN,O
,in,IN,O
,a,DT,O
,cave,NN,O
,",",",",O
,either,CC,O
,cemented,VBN,O
,together,RB,O
,by,IN,O
,dripstone,NN,O
,or,CC,O
,in,IN,O
,a,DT,O
,matrix,NN,O
,of,IN,O
,cave,NN,O
,earth,NN,O
,.,.,O
,See,VB,O
,also,RB,O
,solution,NN,O
,breccia,NN,O
,.,.,O
,in,IN,O
,a,DT,O
,cave,NN,O
Sentence: 145,cave,NN,B-FD
,coral,NN,I-FD
,:,:,O
,A,DT,O
,rough,JJ,O
,",",",",O
,knobby,JJ,O
,growth,NN,O
,of,IN,O
,calcite,NN,O
,resembling,VBG,B-ORM
,coral,NN,I-ORM
,in,IN,I-ORM
,shape,NN,I-ORM
,",",",",O
,generally,RB,O
,small,JJ,O
,;,:,O
,found,VBN,O
,on,IN,O
,floor,NN,O
,",",",",O
,walls,NNS,O
,",",",",O
,or,CC,O
,ceiling,NN,O
,of,IN,O
,a,DT,O
,cave,NN,O
,.,.,O
,Synonym,NN,O
,",",",",O
,coral,JJ,O
,formation,NN,O
,.,.,O
,See,VB,O
,also,RB,O
,knobstone,NN,O
,.,.,O
,calcite,NN,O
Sentence: 146,cave,NN,B-FD
,coral,NN,I-FD
,:,:,O
,A,DT,O
,rough,JJ,B-ORM
,",",",",O
,knobby,JJ,O
,growth,NN,O
,of,IN,O
,calcite,NN,O
,resembling,VBG,O
,coral,NN,O
,in,IN,O
,shape,NN,O
,",",",",O
,generally,RB,O
,small,JJ,O
,;,:,O
,found,VBN,O
,on,IN,O
,floor,NN,O
,",",",",O
,walls,NNS,O
,",",",",O
,or,CC,O
,ceiling,NN,O
,of,IN,O
,a,DT,O
,cave,NN,O
,.,.,O
,Synonym,NN,O
,",",",",O
,coral,JJ,O
,formation,NN,O
,.,.,O
,See,VB,O
,also,RB,O
,knobstone,NN,O
,.,.,O
,calcite,NN,O
Sentence: 147,cave,NN,B-FD
,coral,NN,I-FD
,:,:,O
,A,DT,O
,rough,JJ,O
,",",",",O
,knobby,JJ,B-ORM
,growth,NN,O
,of,IN,O
,calcite,NN,O
,resembling,VBG,O
,coral,NN,O
,in,IN,O
,shape,NN,O
,",",",",O
,generally,RB,O
,small,JJ,O
,;,:,O
,found,VBN,O
,on,IN,O
,floor,NN,O
,",",",",O
,walls,NNS,O
,",",",",O
,or,CC,O
,ceiling,NN,O
,of,IN,O
,a,DT,O
,cave,NN,O
,.,.,O
,Synonym,NN,O
,",",",",O
,coral,JJ,O
,formation,NN,O
,.,.,O
,See,VB,O
,also,RB,O
,knobstone,NN,O
,.,.,O
,calcite,NN,O
Sentence: 174,The,DT,O
,term,NN,O
,bedding,NN,B-FD
,-,HYPH,I-FD
,plane,NN,I-FD
,cave,NN,I-FD
,is,VBZ,O
,strictly,RB,O
,applied,VBN,O
,to,IN,O
,a,DT,O
,passage,NN,O
,that,WDT,O
,has,VBZ,O
,not,RB,B-ORM
,enlarged,VBN,I-ORM
,by,IN,I-ORM
,growth,NN,I-ORM
,into,IN,I-ORM
,a,DT,I-ORM
,major,JJ,I-ORM
,tube,NN,I-ORM
,or,CC,I-ORM
,canyon,NN,I-ORM
,",",",",O
,but,CC,O
,has,VBZ,O
,remained,VBN,O
,almost,RB,O
,entirely,RB,O
,on,IN,O
,the,DT,O
,bedding,NN,O
,plane,NN,O
,.,.,O
Sentence: 210,cupola,NN,B-FD
,:,:,O
,A,DT,B-ORM
,hemispheric,JJ,I-ORM
,hill,NN,I-ORM
,of,IN,O
,limestone,NN,O
,.,.,O
,Cupole,NNP,O
,.,.,O
,Halb,NNP,O
,-,HYPH,O
,kugel,NNP,O
,.,.,O
Sentence: 219,current,JJ,B-FD
,marking,NN,I-FD
,:,:,O
,Shallow,JJ,B-ORM
,asymmetrical,JJ,O
,hollows,NNS,O
,",",",",O
,caused,VBN,O
,by,IN,O
,turbulent,JJ,O
,waterflow,NN,O
,",",",",O
,that,WDT,O
,are,VBP,O
,distributed,VBN,O
,in,IN,O
,rather,RB,O
,regular,JJ,O
,fashion,NN,O
,over,IN,O
,limestone,NN,O
,surfaces,NNS,O
,.,.,O
,See,VB,O
,also,RB,O
,scallop,NN,O
,.,.,O
Sentence: 220,current,JJ,B-FD
,marking,NN,I-FD
,:,:,O
,Shallow,JJ,O
,asymmetrical,JJ,B-ORM
,hollows,NNS,O
,",",",",O
,caused,VBN,O
,by,IN,O
,turbulent,JJ,O
,waterflow,NN,O
,",",",",O
,that,WDT,O
,are,VBP,O
,distributed,VBN,O
,in,IN,O
,rather,RB,O
,regular,JJ,O
,fashion,NN,O
,over,IN,O
,limestone,NN,O
,surfaces,NNS,O
,.,.,O
,See,VB,O
,also,RB,O
,scallop,NN,O
,.,.,O
Sentence: 236,curtain,NN,B-FD
,:,:,O
,A,DT,O
,wavy,JJ,B-ORM
,or,CC,I-ORM
,folded,VBN,I-ORM
,sheet,NN,I-ORM
,of,IN,I-ORM
,flowstone,NN,I-ORM
,hanging,VBG,O
,from,IN,O
,the,DT,O
,roof,NN,O
,or,CC,O
,projecting,VBG,O
,from,IN,O
,the,DT,O
,wall,NN,O
,of,IN,O
,a,DT,O
,cave,NN,O
,;,",",O
,often,RB,O
,translucent,JJ,O
,and,CC,O
,resonant,JJ,O
,.,.,O
,See,VB,O
,also,RB,O
,bacon,NN,O
,;,",",O
,blanket,NN,O
,;,:,O
,drapery,NN,O
,.,.,O
Sentence: 237,curtain,NN,B-FD
,:,:,O
,A,DT,O
,wavy,JJ,O
,or,CC,O
,folded,VBN,O
,sheet,NN,O
,of,IN,O
,flowstone,NN,O
,hanging,VBG,O
,from,IN,O
,the,DT,O
,roof,NN,O
,or,CC,O
,projecting,VBG,O
,from,IN,O
,the,DT,O
,wall,NN,O
,of,IN,O
,a,DT,O
,cave,NN,O
,;,",",O
,often,RB,B-ORM
,translucent,JJ,I-ORM
,and,CC,I-ORM
,resonant,JJ,I-ORM
,.,.,O
,See,VB,O
,also,RB,O
,bacon,NN,O
,;,",",O
,blanket,NN,O
,;,:,O
,drapery,NN,O
,.,.,O
Sentence: 239,cutter,NN,B-FD
,:,:,O
,Solution,NN,B-ORM
,crevice,NN,I-ORM
,in,IN,I-ORM
,limestone,NN,I-ORM
,underlying,VBG,O
,residual,JJ,O
,phosphate,NN,O
,deposits,NNS,O
,.,.,O
Sentence: 245,cutter,NN,O
,:,:,O
,A,DT,O
,Karren,NNP,B-FD
,-,HYPH,I-ORM
,like,JJ,I-ORM
,groove,NN,O
,formed,VBN,O
,beneath,IN,O
,the,DT,O
,soil,NN,O
,",",",",O
,more,RBR,O
,commonly,RB,O
,referred,VBN,O
,to,IN,O
,as,IN,O
,subsoil,NN,O
,Karren,NNP,O
,.,.,O
,See,VB,O
,also,RB,O
,Karren,NNP,O
,.,.,O
Sentence: 248,cutter,NN,B-FD
,:,:,O
,A,DT,O
,Karren,NNP,B-ORM
,-,HYPH,I-ORM
,like,JJ,I-ORM
,groove,NN,O
,formed,VBN,O
,beneath,IN,O
,the,DT,O
,soil,NN,O
,",",",",O
,more,RBR,O
,commonly,RB,O
,referred,VBN,O
,to,IN,O
,as,IN,O
,subsoil,NN,O
,Karren,NNP,O
,.,.,O
,See,VB,O
,also,RB,O
,Karren,NNP,O
,.,.,O
Sentence: 257,doline,NN,B-FD
,:,:,O
,A,DT,O
,basin,NN,O
,-,HYPH,O
,or,CC,O
,funnel,NN,O
,-,HYPH,O
,shaped,VBN,O
,hollow,NN,O
,in,IN,O
,limestone,NN,O
,",",",",O
,ranging,VBG,O
,in,IN,O
,diameter,NN,O
,from,IN,O
,a,DT,O
,few,JJ,O
,meters,NNS,O
,to,IN,O
,a,DT,O
,kilometer,NN,O
,and,CC,O
,in,IN,O
,depth,NN,O
,from,IN,O
,a,DT,O
,few,JJ,O
,to,IN,O
,several,JJ,O
,hundred,CD,O
,meters,NNS,O
,.,.,O
,Some,DT,B-ORM
,dolines,NNS,I-ORM
,are,VBP,I-ORM
,gentle,JJ,I-ORM
,grassy,JJ,I-ORM
,hollows,NNS,I-ORM
,;,:,I-ORM
,others,NNS,I-ORM
,are,VBP,I-ORM
,rocky,JJ,I-ORM
,cliff,NN,I-ORM
,-,HYPH,I-ORM
,bounded,VBN,I-ORM
,basins,NNS,I-ORM
,.,.,O
,A,DT,O
,distinction,NN,O
,may,MD,O
,be,VB,O
,made,VBN,O
,between,IN,O
,those,DT,O
,formed,VBN,O
,mainly,RB,O
,by,IN,O
,direct,JJ,O
,solution,NN,O
,of,IN,O
,the,DT,O
,limestone,NN,O
,surface,NN,O
,zone,NN,O
,",",",",O
,solution,NN,O
,dolines,NNS,O
,",",",",O
,and,CC,O
,those,DT,O
,formed,VBN,O
,by,IN,O
,collapse,NN,O
,over,IN,O
,a,DT,O
,cave,NN,O
,",",",",O
,collapse,NN,O
,dolines,NNS,O
,",",",",O
,but,CC,O
,it,PRP,O
,is,VBZ,O
,generally,RB,O
,not,RB,O
,possible,JJ,O
,to,TO,O
,establish,VB,O
,the,DT,O
,origin,NN,O
,of,IN,O
,individual,JJ,O
,examples,NNS,O
,.,.,O
Sentence: 258,doline,NN,B-FD
,:,:,O
,A,DT,O
,basin,NN,B-ORM
,-,HYPH,I-ORM
,or,CC,I-ORM
,funnel,NN,I-ORM
,-,HYPH,I-ORM
,shaped,VBN,I-ORM
,hollow,NN,O
,in,IN,O
,limestone,NN,O
,",",",",O
,ranging,VBG,O
,in,IN,O
,diameter,NN,O
,from,IN,O
,a,DT,O
,few,JJ,O
,meters,NNS,O
,to,IN,O
,a,DT,O
,kilometer,NN,O
,and,CC,O
,in,IN,O
,depth,NN,O
,from,IN,O
,a,DT,O
,few,JJ,O
,to,IN,O
,several,JJ,O
,hundred,CD,O
,meters,NNS,O
,.,.,O
,Some,DT,O
,dolines,NNS,O
,are,VBP,O
,gentle,JJ,O
,grassy,JJ,O
,hollows,NNS,O
,;,:,O
,others,NNS,O
,are,VBP,O
,rocky,JJ,O
,cliff,NN,O
,-,HYPH,O
,bounded,VBN,O
,basins,NNS,O
,.,.,O
,A,DT,O
,distinction,NN,O
,may,MD,O
,be,VB,O
,made,VBN,O
,between,IN,O
,those,DT,O
,formed,VBN,O
,mainly,RB,O
,by,IN,O
,direct,JJ,O
,solution,NN,O
,of,IN,O
,the,DT,O
,limestone,NN,O
,surface,NN,O
,zone,NN,O
,",",",",O
,solution,NN,O
,dolines,NNS,O
,",",",",O
,and,CC,O
,those,DT,O
,formed,VBN,O
,by,IN,O
,collapse,NN,O
,over,IN,O
,a,DT,O
,cave,NN,O
,",",",",O
,collapse,NN,O
,dolines,NNS,O
,",",",",O
,but,CC,O
,it,PRP,O
,is,VBZ,O
,generally,RB,O
,not,RB,O
,possible,JJ,O
,to,TO,O
,establish,VB,O
,the,DT,O
,origin,NN,O
,of,IN,O
,individual,JJ,O
,examples,NNS,O
,.,.,O
Sentence: 277,drapery,NN,B-FD
,:,:,O
,A,DT,O
,thin,JJ,B-ORM
,sheet,NN,I-ORM
,of,IN,O
,dripstone,NN,O
,",",",",O
,equivalent,JJ,O
,to,IN,O
,curtain,NN,O
,.,.,O
,See,VB,O
,also,RB,O
,bacon,NN,O
,;,",",O
,blanket,NN,O
,.,.,O
Sentence: 291,driphole,NN,B-FD
,:,:,O
,Hollow,JJ,B-ORM
,space,NN,O
,surrounded,VBN,O
,by,IN,O
,precipitated,VBN,O
,material,NN,O
,",",",",O
,such,JJ,O
,as,IN,O
,the,DT,O
,bottom,NN,O
,of,IN,O
,a,DT,O
,stalactite,NN,O
,.,.,O
,space,NN,O
Sentence: 314,pendulite,NN,B-FD
,-,",",O
,a,DT,O
,kind,NN,O
,of,IN,O
,stalactite,NN,O
,which,WDT,O
,has,VBZ,O
,been,VBN,O
,partly,RB,O
,submerged,VBN,O
,and,CC,O
,the,DT,O
,submerged,VBN,B-ORM
,part,NN,I-ORM
,covered,VBN,I-ORM
,with,IN,I-ORM
,dog,NN,I-ORM
,-,HYPH,I-ORM
,tooth,NN,I-ORM
,spar,NN,I-ORM
,to,TO,I-ORM
,give,VB,I-ORM
,the,DT,I-ORM
,appearance,NN,I-ORM
,of,IN,I-ORM
,a,DT,I-ORM
,drumstick,NN,I-ORM
,.,.,O
Sentence: 326,pillar,NN,B-FD
,-,HYPH,O
,a,DT,O
,bedrock,JJ,O
,column,NN,O
,from,IN,B-ORM
,roof,NN,I-ORM
,to,IN,I-ORM
,floor,NN,I-ORM
,left,VBN,O
,by,IN,O
,the,DT,O
,removal,NN,O
,of,IN,O
,surrounding,VBG,O
,rock,NN,O
,.,.,O
Sentence: 329,pipe,NN,B-FD
,-,HYPH,O
,a,DT,O
,tubular,JJ,B-ORM
,cavity,NN,O
,projecting,VBG,O
,as,RB,O
,much,JJ,O
,as,IN,O
,several,JJ,O
,metres,NNS,O
,down,RB,O
,from,IN,O
,the,DT,O
,surface,NN,O
,into,IN,O
,',``,O
,karst,JJ,O
,rocks,NNS,O
,and,CC,O
,often,RB,O
,filled,VBN,O
,with,IN,O
,earth,NN,O
,",",",",O
,sand,NN,O
,",",",",O
,gravel,NN,O
,",",",",O
,breccia,NN,O
,",",",",O
,etc.,FW,O
,projecting,VBG,O
,as,RB,O
,much,RB,O
,as,IN,O
,several,JJ,O
,metres,NNS,O
,down,RP,O
,from,IN,O
,the,DT,O
,surface,NN,O
Sentence: 337,polje,NNP,B-FD
,-,",",O
,a,DT,O
,large,JJ,O
,closed,VBN,O
,depression,NN,O
,draining,VBG,O
,underground,RB,O
,",",",",O
,with,IN,B-ORM
,a,DT,I-ORM
,flat,JJ,I-ORM
,floor,NN,I-ORM
,across,IN,I-ORM
,which,WDT,I-ORM
,there,EX,I-ORM
,may,MD,I-ORM
,be,VB,I-ORM
,an,DT,I-ORM
,intermittent,JJ,I-ORM
,or,CC,I-ORM
,perennial,JJ,I-ORM
,stream,NN,I-ORM
,and,CC,O
,which,WDT,O
,may,MD,O
,be,VB,O
,liable,JJ,O
,to,TO,O
,flood,VB,O
,and,CC,O
,become,VB,O
,a,DT,O
,lake,NN,O
,.,.,O
,the,DT,O
,floor,NN,O
,makes,VBZ,O
,a,DT,O
,sharp,JJ,O
,break,NN,O
,with,IN,O
,parts,NNS,O
,of,IN,O
,surrounding,VBG,O
,slopes,NNS,O
,.,.,O
,depression,NN,O
,stream,NN,O
Sentence: 338,polje,NNP,B-FD
,-,",",O
,a,DT,O
,large,JJ,O
,closed,VBN,O
,depression,NN,O
,draining,VBG,O
,underground,RB,O
,",",",",O
,with,IN,O
,a,DT,O
,flat,JJ,O
,floor,NN,O
,across,IN,O
,which,WDT,O
,there,EX,O
,may,MD,O
,be,VB,O
,an,DT,O
,intermittent,JJ,O
,or,CC,O
,perennial,JJ,O
,stream,NN,O
,and,CC,O
,which,WDT,O
,may,MD,O
,be,VB,O
,liable,JJ,O
,to,TO,O
,flood,VB,O
,and,CC,O
,become,VB,O
,a,DT,O
,lake,NN,O
,.,.,O
,the,DT,B-ORM
,floor,NN,I-ORM
,makes,VBZ,I-ORM
,a,DT,I-ORM
,sharp,JJ,I-ORM
,break,NN,I-ORM
,with,IN,I-ORM
,parts,NNS,I-ORM
,of,IN,I-ORM
,surrounding,VBG,I-ORM
,slopes,NNS,I-ORM
,.,.,O
,depression,NN,O
,stream,NN,O
Sentence: 339,polje,NNP,B-FD
,-,",",O
,a,DT,O
,large,JJ,O
,closed,VBN,B-ORM
,depression,NN,I-ORM
,draining,VBG,O
,underground,RB,O
,",",",",O
,with,IN,O
,a,DT,O
,flat,JJ,O
,floor,NN,O
,across,IN,O
,which,WDT,O
,there,EX,O
,may,MD,O
,be,VB,O
,an,DT,O
,intermittent,JJ,O
,or,CC,O
,perennial,JJ,O
,stream,NN,O
,and,CC,O
,which,WDT,O
,may,MD,O
,be,VB,O
,liable,JJ,O
,to,TO,O
,flood,VB,O
,and,CC,O
,become,VB,O
,a,DT,O
,lake,NN,O
,.,.,O
,the,DT,O
,floor,NN,O
,makes,VBZ,O
,a,DT,O
,sharp,JJ,O
,break,NN,O
,with,IN,O
,parts,NNS,O
,of,IN,O
,surrounding,VBG,O
,slopes,NNS,O
,.,.,O
,depression,NN,O
,stream,NN,O
Sentence: 344,polygonal,JJ,B-FD
,karst,NN,I-FD
,-,HYPH,O
,karst,NN,O
,completely,RB,O
,pitted,VBN,O
,by,IN,O
,closed,VBN,O
,depressions,NNS,O
,so,IN,B-ORM
,that,WDT,I-ORM
,divides,VBZ,I-ORM
,between,IN,I-ORM
,them,PRP,I-ORM
,form,VBP,I-ORM
,a,DT,I-ORM
,crudely,RB,I-ORM
,polygonal,JJ,I-ORM
,network,NN,I-ORM
,.,.,O
Sentence: 345,polygonal,JJ,B-FD
,karst,NN,I-FD
,-,HYPH,O
,karst,NN,O
,completely,RB,O
,pitted,VBN,B-ORM
,by,IN,I-ORM
,closed,VBN,I-ORM
,depressions,NNS,I-ORM
,so,IN,O
,that,WDT,O
,divides,VBZ,O
,between,IN,O
,them,PRP,O
,form,VBP,O
,a,DT,O
,crudely,RB,O
,polygonal,JJ,O
,network,NN,O
,.,.,O
Sentence: 351,pseudokarst,NN,B-FD
,-,HYPH,O
,terrain,NN,O
,with,IN,O
,landforms,NNS,O
,which,WDT,O
,resemble,VBP,B-ORM
,those,DT,I-ORM
,of,IN,I-ORM
,karst,NN,I-ORM
,but,CC,O
,which,WDT,O
,are,VBP,O
,not,RB,O
,the,DT,O
,producer,NN,O
,of,IN,O
,karst,JJ,O
,processes,NNS,O
,.,.,O
Sentence: 372,The,DT,O
,arêtes,NNS,B-FD
,are,VBP,O
,naked,JJ,B-ORM
,",",",",I-ORM
,reticulated,VBN,I-ORM
,",",",",I-ORM
,saw,VBN,I-ORM
,-,HYPH,I-ORM
,topped,VBN,I-ORM
,ridges,NNS,I-ORM
,with,IN,I-ORM
,spires,NNS,I-ORM
,",",",",O
,with,IN,O
,practically,RB,O
,vertical,JJ,O
,side,NN,O
,slopes,NNS,O
,c.,FW,O
,120,CD,O
,m,NNS,O
,high,JJ,O
,.,.,O
Sentence: 373,The,DT,O
,arêtes,NNS,B-FD
,are,VBP,O
,naked,JJ,O
,",",",",O
,reticulated,VBN,O
,",",",",O
,saw,VBN,O
,-,HYPH,O
,topped,VBN,O
,ridges,NNS,O
,with,IN,O
,spires,NNS,O
,",",",",O
,with,IN,O
,practically,RB,O
,vertical,JJ,B-ORM
,side,NN,I-ORM
,slopes,NNS,I-ORM
,c.,FW,O
,120,CD,O
,m,NNS,O
,high,JJ,O
,.,.,O
Sentence: 376,Microrills,NNS,B-FD
,are,VBP,O
