Sentence #,Word,POS,Tag
,containing,VBG,O
,caves,NNS,O
,and,CC,O
,extensive,JJ,O
,underground,JJ,O
,water,NN,O
,systems,NNS,O
,that,WDT,O
,is,VBZ,O
,developed,VBN,B-SUBJ
,on,IN,I-SUBJ
,especially,RB,I-SUBJ
,soluble,JJ,I-SUBJ
,rocks,NNS,I-SUBJ
,such,JJ,I-SUBJ
,as,IN,I-SUBJ
,limestone,NN,I-SUBJ
,",",",",I-SUBJ
,marble,NN,I-SUBJ
,",",",",I-SUBJ
,and,CC,I-SUBJ
,gypsum,NN,I-SUBJ
,.,.,O
Sentence: 11,Karst,NNP,B-OBJ
,is,VBZ,O
,the,DT,O
,term,NN,O
,used,VBN,O
,to,TO,O
,describe,VB,O
,a,DT,O
,special,JJ,O
,style,NN,O
,of,IN,O
,landscape,NN,B-SUBJ
,containing,VBG,O
,caves,NNS,O
,and,CC,O
,extensive,JJ,O
,underground,JJ,O
,water,NN,O
,systems,NNS,O
,that,WDT,O
,is,VBZ,O
,developed,VBN,O
,on,IN,O
,especially,RB,O
,soluble,JJ,O
,rocks,NNS,O
,such,JJ,O
,as,IN,O
,limestone,NN,O
,",",",",O
,marble,NN,O
,",",",",O
,and,CC,O
,gypsum,NN,O
,.,.,O
Sentence: 13,“,``,O
,Karst,JJ,B-OBJ
,conduit,NN,I-OBJ
,networks,NNS,I-OBJ
,”,'',O
,are,VBP,O
,defined,VBN,O
,as,IN,O
,the,DT,O
,total,JJ,B-SUBJ
,length,NN,I-SUBJ
,of,IN,I-SUBJ
,the,DT,I-SUBJ
,existing,VBG,I-SUBJ
,conduits,NNS,I-SUBJ
,within,IN,O
,a,DT,O
,karst,NN,O
,massif,NN,O
,",",",",O
,i.e.,FW,O
,the,DT,O
,length,NN,O
,of,IN,O
,conduits,NNS,O
,wider,JJR,O
,than,IN,O
,about,RB,O
,1,CD,O
,cm,NNS,O
,in,IN,O
,diameter,NN,O
,(,-LRB-,O
,as,IN,O
,defined,VBN,O
,by,IN,O
,Ford,NNP,O
,&,CC,O
,Williams,NNP,O
,1989,CD,O
,),-RRB-,O
,.,.,O
Sentence: 14,“,``,O
,Karst,JJ,B-OBJ
,conduit,NN,I-OBJ
,networks,NNS,I-OBJ
,”,'',O
,are,VBP,O
,defined,VBN,O
,as,IN,O
,the,DT,O
,total,JJ,O
,length,NN,O
,of,IN,O
,the,DT,O
,existing,VBG,O
,conduits,NNS,O
,within,IN,O
,a,DT,O
,karst,NN,O
,massif,NN,O
,",",",",O
,i.e.,FW,O
,the,DT,B-SUBJ
,length,NN,I-SUBJ
,of,IN,I-SUBJ
,conduits,NNS,I-SUBJ
,wider,JJR,I-SUBJ
,than,IN,I-SUBJ
,about,RB,I-SUBJ
,1,CD,I-SUBJ
,cm,NNS,I-SUBJ
,in,IN,I-SUBJ
,diameter,NN,I-SUBJ
,(,-LRB-,O
,as,IN,O
,defined,VBN,O
,by,IN,O
,Ford,NNP,O
,&,CC,O
,Williams,NNP,O
,1989,CD,O
,),-RRB-,O
,.,.,O
Sentence: 18,Karst,JJ,B-OBJ
,topography,NN,I-OBJ
,is,VBZ,O
,a,DT,O
,landscape,NN,B-SUBJ
,shaped,VBN,O
,by,IN,O
,the,DT,O
,dissolution,NN,O
,of,IN,O
,soluble,JJ,O
,bedrock,NN,O
,.,.,O
,bedrock,NN,O
Sentence: 19,Karst,JJ,B-OBJ
,topography,NN,I-OBJ
,is,VBZ,O
,a,DT,O
,landscape,NN,O
,shaped,VBN,B-SUBJ
,by,IN,I-SUBJ
,the,DT,I-SUBJ
,dissolution,NN,I-SUBJ
,of,IN,I-SUBJ
,soluble,JJ,I-SUBJ
,bedrock,NN,I-SUBJ
,.,.,O
,bedrock,NN,O
Sentence: 21,In,IN,O
,geology,NN,O
,",",",",O
,the,DT,O
,term,NN,O
,karst,NN,B-OBJ
,topography,NN,I-OBJ
,is,VBZ,O
,used,VBN,O
,to,TO,O
,describe,VB,O
,areas,NNS,B-SUBJ
,similar,JJ,O
,to,IN,O
,that,DT,O
,found,VBN,O
,in,IN,O
,Kras,NNP,O
,.,.,O
Sentence: 22,Short,JJ,B-SUBJ
,steep,JJ,I-SUBJ
,-,HYPH,I-SUBJ
,sided,VBN,I-SUBJ
,valleys,NNS,I-SUBJ
,caused,VBN,O
,by,IN,O
,collapse,NN,O
,of,IN,O
,an,DT,O
,underground,JJ,O
,cavern,NN,O
,and,CC,O
,exposing,VBG,O
,the,DT,O
,river,NN,O
,to,IN,O
,the,DT,O
,surface,NN,O
,are,VBP,O
,called,VBN,O
,karst,JJ,B-OBJ
,windows,NNS,I-OBJ
,.,.,O
Sentence: 23,Short,JJ,O
,steep,JJ,O
,-,HYPH,O
,sided,VBN,O
,valleys,NNS,O
,caused,VBN,B-SUBJ
,by,IN,I-SUBJ
,collapse,NN,I-SUBJ
,of,IN,I-SUBJ
,an,DT,I-SUBJ
,underground,JJ,I-SUBJ
,cavern,NN,I-SUBJ
,and,CC,O
,exposing,VBG,O
,the,DT,O
,river,NN,O
,to,IN,O
,the,DT,O
,surface,NN,O
,are,VBP,O
,called,VBN,O
,karst,JJ,B-OBJ
,windows,NNS,I-OBJ
,.,.,O
Sentence: 24,Short,JJ,O
,steep,JJ,O
,-,HYPH,O
,sided,VBN,O
,valleys,NNS,O
,caused,VBN,O
,by,IN,O
,collapse,NN,O
,of,IN,O
,an,DT,O
,underground,JJ,O
,cavern,NN,O
,and,CC,O
,exposing,VBG,B-SUBJ
,the,DT,I-SUBJ
,river,NN,I-SUBJ
,to,IN,I-SUBJ
,the,DT,I-SUBJ
,surface,NN,I-SUBJ
,are,VBP,O
,called,VBN,O
,karst,JJ,B-OBJ
,windows,NNS,I-OBJ
,.,.,O
Sentence: 25,Short,JJ,B-SUBJ
,steep,JJ,I-SUBJ
,-,HYPH,I-SUBJ
,sided,VBN,I-SUBJ
,valleys,NNS,O
,caused,VBN,O
,by,IN,O
,collapse,NN,O
,of,IN,O
,an,DT,O
,underground,JJ,O
,cavern,NN,O
,and,CC,O
,exposing,VBG,O
,the,DT,O
,river,NN,O
,to,IN,O
,the,DT,O
,surface,NN,O
,are,VBP,O
,called,VBN,O
,karst,JJ,B-OBJ
,windows,NNS,I-OBJ
,.,.,O
Sentence: 26,The,DT,O
,term,NN,O
,“,``,O
,karstosphere,NN,B-OBJ
,”,'',O
,was,VBD,O
,introduced,VBN,O
,by,IN,O
,Maruashvili,NNP,O
,(,-LRB-,O
,1970,CD,O
,),-RRB-,O
,",",",",O
,who,WP,O
,defined,VBD,O
,it,PRP,O
,as,IN,O
,a,DT,O
,spatially,RB,O
,discontinuous,JJ,O
,layer,NN,O
,comprised,VBN,B-SUBJ
,of,IN,I-SUBJ
,the,DT,I-SUBJ
,global,JJ,I-SUBJ
,areas,NNS,I-SUBJ
,of,IN,I-SUBJ
,karstifiable,JJ,I-SUBJ
,rocks,NNS,I-SUBJ
,.,.,O
Sentence: 27,The,DT,O
,term,NN,O
,“,``,O
,karstosphere,NN,B-OBJ
,”,'',O
,was,VBD,O
,introduced,VBN,O
,by,IN,O
,Maruashvili,NNP,O
,(,-LRB-,O
,1970,CD,O
,),-RRB-,O
,",",",",O
,who,WP,O
,defined,VBD,O
,it,PRP,O
,as,IN,O
,a,DT,O
,spatially,RB,B-SUBJ
,discontinuous,JJ,I-SUBJ
,layer,NN,I-SUBJ
,comprised,VBN,O
,of,IN,O
,the,DT,O
,global,JJ,O
,areas,NNS,O
,of,IN,O
,karstifiable,JJ,O
,rocks,NNS,O
,.,.,O
Sentence: 28,The,DT,O
,term,NN,O
,“,``,O
,karstosphere,NN,B-OBJ
,”,'',O
,was,VBD,O
,introduced,VBN,O
,by,IN,O
,Maruashvili,NNP,O
,(,-LRB-,O
,1970,CD,O
,),-RRB-,O
,",",",",O
,who,WP,O
,defined,VBD,O
,it,PRP,O
,as,IN,O
,a,DT,O
,spatially,RB,B-SUBJ
,discontinuous,JJ,I-SUBJ
,layer,NN,I-SUBJ
,comprised,VBN,O
,of,IN,O
,the,DT,O
,global,JJ,O
,areas,NNS,O
,of,IN,O
,karstifiable,JJ,O
,rocks,NNS,O
,.,.,O
Sentence: 29,A,DT,O
,konta,NNP,B-OBJ
,is,VBZ,O
,a,DT,O
,closed,VBN,B-SUBJ
,karst,JJ,I-SUBJ
,depression,NN,I-SUBJ
,",",",",O
,like,IN,O
,a,DT,O
,doline,NN,O
,",",",",O
,that,WDT,O
,has,VBZ,O
,been,VBN,O
,remodelled,VBN,O
,during,IN,O
,Pleistocene,NNP,O
,glaciation,NN,O
,.,.,O
Sentence: 30,A,DT,O
,konta,NNP,B-OBJ
,is,VBZ,O
,a,DT,O
,closed,VBN,O
,karst,JJ,O
,depression,NN,O
,",",",",O
,like,IN,O
,a,DT,O
,doline,NN,O
,",",",",O
,that,WDT,B-SUBJ
,has,VBZ,I-SUBJ
,been,VBN,I-SUBJ
,remodelled,VBN,I-SUBJ
,during,IN,I-SUBJ
,Pleistocene,NNP,I-SUBJ
,glaciation,NN,I-SUBJ
,.,.,I-SUBJ
Sentence: 31,A,DT,O
,konta,NNP,B-OBJ
,is,VBZ,O
,a,DT,O
,closed,VBN,B-SUBJ
,karst,JJ,I-SUBJ
,depression,NN,I-SUBJ
,",",",",I-SUBJ
,like,IN,I-SUBJ
,a,DT,I-SUBJ
,doline,NN,I-SUBJ
,",",",",O
,that,WDT,O
,has,VBZ,O
,been,VBN,O
,remodelled,VBN,O
,during,IN,O
,Pleistocene,NNP,O
,glaciation,NN,O
,.,.,O
Sentence: 32,Limestone,NN,B-OBJ
,is,VBZ,B-SUBJ
,composed,VBN,I-SUBJ
,of,IN,I-SUBJ
,calcium,NN,I-SUBJ
,carbonate,NN,I-SUBJ
,(,-LRB-,I-SUBJ
,CaCO3,NNP,I-SUBJ
,),-RRB-,I-SUBJ
,",",",",I-SUBJ
,deposited,VBN,I-SUBJ
,as,IN,I-SUBJ
,the,DT,I-SUBJ
,minerals,NNS,I-SUBJ
,aragonite,NN,I-SUBJ
,and,CC,I-SUBJ
,calcite,NN,I-SUBJ
,.,.,O
Sentence: 33,A,DT,O
,losing,VBG,B-OBJ
,streamflow,NN,I-OBJ
,is,VBZ,O
,a,DT,O
,surface,NN,O
,stream,NN,B-SUBJ
,that,WDT,O
,contributes,VBZ,O
,water,NN,O
,to,IN,O
,the,DT,O
,karst,JJ,O
,groundwater,NN,O
,system,NN,O
,in,IN,O
,localized,VBN,O
,areas,NNS,O
,.,.,O
Sentence: 34,A,DT,O
,losing,VBG,B-OBJ
,streamflow,NN,I-OBJ
,is,VBZ,O
,a,DT,O
,surface,NN,O
,stream,NN,O
,that,WDT,O
,contributes,VBZ,B-SUBJ
,water,NN,I-SUBJ
,to,IN,I-SUBJ
,the,DT,I-SUBJ
,karst,JJ,I-SUBJ
,groundwater,NN,I-SUBJ
,system,NN,I-SUBJ
,in,IN,O
,localized,VBN,O
,areas,NNS,O
,.,.,O
Sentence: 35,A,DT,O
,losing,VBG,B-OBJ
,streamflow,NN,I-OBJ
,is,VBZ,O
,a,DT,O
,surface,NN,O
,stream,NN,O
,that,WDT,O
,contributes,VBZ,O
,water,NN,O
,to,IN,O
,the,DT,O
,karst,JJ,O
,groundwater,NN,O
,system,NN,O
,in,IN,B-SUBJ
,localized,VBN,I-SUBJ
,areas,NNS,I-SUBJ
,.,.,O
Sentence: 37,A,DT,O
,losing,VBG,B-OBJ
,streamflow,NN,I-OBJ
,can,MD,O
,be,VB,O
,defined,VBN,O
,as,IN,O
,an,DT,O
,open,JJ,O
,stream,NN,B-SUBJ
,or,CC,O
,river,NN,O
,that,WDT,O
,loses,VBZ,O
,water,NN,O
,as,IN,O
,it,PRP,O
,flows,VBZ,O
,downstream,NN,O
,.,.,O
,water,NN,O
Sentence: 39,Joints,NNS,B-SUBJ
,that,WDT,O
,cross,VBP,O
,many,JJ,O
,beds,NNS,O
,are,VBP,O
,called,VBN,O
,master,NN,B-OBJ
,joints,NNS,I-OBJ
,;,",",O
,they,PRP,O
,often,RB,O
,extend,VBP,O
,to,IN,O
,a,DT,O
,depth,NN,O
,of,IN,O
,several,JJ,O
,tens,NNS,O
,of,IN,O
,metres,NNS,O
,and,CC,O
,control,VBP,O
,the,DT,O
,orientation,NN,O
,of,IN,O
,master,NN,O
,conduits,NNS,O
,(,-LRB-,O
,Dreybrodt,NNP,O
,1988,CD,O
,",",",",O
,Ford,NNP,O
,&,CC,O
,Williams,NNP,O
,1989,CD,O
,),-RRB-,O
,.,.,O
Sentence: 40,Joints,NNS,O
,that,WDT,O
,cross,VBP,O
,many,JJ,O
,beds,NNS,O
,are,VBP,O
,called,VBN,O
,master,NN,B-OBJ
,joints,NNS,I-OBJ
,;,",",O
,they,PRP,O
,often,RB,O
,extend,VBP,O
,to,IN,O
,a,DT,O
,depth,NN,O
,of,IN,O
,several,JJ,O
,tens,NNS,O
,of,IN,O
,metres,NNS,O
,and,CC,O
,control,VBP,B-SUBJ
,the,DT,I-SUBJ
,orientation,NN,I-SUBJ
,of,IN,I-SUBJ
,master,NN,I-SUBJ
,conduits,NNS,I-SUBJ
,(,-LRB-,O
,Dreybrodt,NNP,O
,1988,CD,O
,",",",",O
,Ford,NNP,O
,&,CC,O
,Williams,NNP,O
,1989,CD,O
,),-RRB-,O
,.,.,O
Sentence: 41,Joints,NNS,O
,that,WDT,O
,cross,VBP,O
,many,JJ,O
,beds,NNS,O
,are,VBP,O
,called,VBN,O
,master,NN,B-OBJ
,joints,NNS,I-OBJ
,;,",",O
,they,PRP,O
,often,RB,O
,extend,VBP,B-SUBJ
,to,IN,I-SUBJ
,a,DT,I-SUBJ
,depth,NN,I-SUBJ
,of,IN,I-SUBJ
,several,JJ,I-SUBJ
,tens,NNS,I-SUBJ
,of,IN,I-SUBJ
,metres,NNS,I-SUBJ
,and,CC,O
,control,VBP,O
,the,DT,O
,orientation,NN,O
,of,IN,O
,master,NN,O
,conduits,NNS,O
,(,-LRB-,O
,Dreybrodt,NNP,O
,1988,CD,O
,",",",",O
,Ford,NNP,O
,&,CC,O
,Williams,NNP,O
,1989,CD,O
,),-RRB-,O
,.,.,O
Sentence: 42,Intrastratal,NNP,B-OBJ
,karstification,NN,I-OBJ
,refers,VBZ,O
,to,IN,O
,the,DT,O
,preferential,JJ,O
,dissolution,NN,O
,of,IN,O
,a,DT,O
,particular,JJ,O
,bed,NN,O
,or,CC,O
,other,JJ,O
,unit,NN,O
,within,IN,B-SUBJ
,a,DT,I-SUBJ
,sequence,NN,I-SUBJ
,of,IN,I-SUBJ
,soluble,JJ,I-SUBJ
,rocks,NNS,I-SUBJ
,",",",",I-SUBJ
,e.g.,FW,I-SUBJ
,a,DT,I-SUBJ
,gypsum,NN,I-SUBJ
,bed,NN,I-SUBJ
,in,IN,I-SUBJ
,a,DT,I-SUBJ
,dolomite,NN,I-SUBJ
,formation,NN,I-SUBJ
,.,.,O
Sentence: 44,Intrastratal,NNP,B-OBJ
,karstification,NN,I-OBJ
,refers,VBZ,O
,to,IN,O
,the,DT,O
,preferential,JJ,B-SUBJ
,dissolution,NN,I-SUBJ
,of,IN,O
,a,DT,O
,particular,JJ,O
,bed,NN,O
,or,CC,O
,other,JJ,O
,unit,NN,O
,within,IN,O
,a,DT,O
,sequence,NN,O
,of,IN,O
,soluble,JJ,O
,rocks,NNS,O
,",",",",O
,e.g.,FW,O
,a,DT,O
,gypsum,NN,O
,bed,NN,O
,in,IN,O
,a,DT,O
,dolomite,NN,O
,formation,NN,O
,.,.,O
Sentence: 46,Exokarst,NNP,B-OBJ
,refers,VBZ,O
,to,IN,O
,the,DT,O
,suit,NN,O
,of,IN,O
,karst,NN,B-SUBJ
,features,NNS,O
,developed,VBN,O
,at,IN,O
,the,DT,O
,surface,NN,O
,.,.,O
,at,IN,O
,the,DT,O
,surface,NN,O
Sentence: 47,Exokarst,NNP,B-OBJ
,refers,VBZ,O
,to,IN,O
,the,DT,O
,suit,NN,O
,of,IN,O
,karst,NN,O
,features,NNS,O
,developed,VBN,O
,at,IN,B-SUBJ
,the,DT,I-SUBJ
,surface,NN,I-SUBJ
,.,.,O
,at,IN,O
,the,DT,O
,surface,NN,O
Sentence: 48,Cryptokarst,NNP,B-OBJ
,refers,VBZ,O
,to,IN,O
,karst,JJ,O
,forms,NNS,O
,developed,VBN,B-SUBJ
,beneath,IN,I-SUBJ
,a,DT,I-SUBJ
,blanket,NN,I-SUBJ
,of,IN,I-SUBJ
,permeable,JJ,I-SUBJ
,sediments,NNS,I-SUBJ
,such,JJ,I-SUBJ
,as,IN,I-SUBJ
,soil,NN,I-SUBJ
,",",",",I-SUBJ
,till,IN,I-SUBJ
,",",",",I-SUBJ
,periglacial,JJ,I-SUBJ
,deposits,NNS,I-SUBJ
,and,CC,I-SUBJ
,residual,JJ,I-SUBJ
,clays,NNS,I-SUBJ
,.,.,O
Sentence: 49,Cryptokarst,NNP,B-OBJ
,refers,VBZ,O
,to,IN,O
,karst,JJ,B-SUBJ
,forms,NNS,O
,developed,VBN,O
,beneath,IN,O
,a,DT,O
,blanket,NN,O
,of,IN,O
,permeable,JJ,O
,sediments,NNS,O
,such,JJ,O
,as,IN,O
,soil,NN,O
,",",",",O
,till,IN,O
,",",",",O
,periglacial,JJ,O
,deposits,NNS,O
,and,CC,O
,residual,JJ,O
,clays,NNS,O
,.,.,O
Sentence: 50,Karst,JJ,B-SUBJ
,-,HYPH,I-SUBJ
,like,JJ,I-SUBJ
,landforms,NNS,I-SUBJ
,produced,VBN,O
,by,IN,O
,processes,NNS,O
,other,JJ,O
,than,IN,O
,dissolution,NN,O
,or,CC,O
,corrosion,NN,O
,-,HYPH,O
,induced,VBN,O
,subsidence,NN,O
,and,CC,O
,collapse,NN,O
,are,VBP,O
,known,VBN,O
,as,IN,O
,pseudokarst,NN,B-OBJ
,.,.,O
Sentence: 51,Karst,JJ,O
,-,HYPH,O
,like,JJ,O
,landforms,NNS,O
,produced,VBN,B-SUBJ
,by,IN,I-SUBJ
,processes,NNS,I-SUBJ
,other,JJ,I-SUBJ
,than,IN,I-SUBJ
,dissolution,NN,I-SUBJ
,or,CC,I-SUBJ
,corrosion,NN,I-SUBJ
,-,HYPH,I-SUBJ
,induced,VBN,I-SUBJ
,subsidence,NN,I-SUBJ
,and,CC,I-SUBJ
,collapse,NN,I-SUBJ
,are,VBP,O
,known,VBN,O
,as,IN,O
,pseudokarst,NN,B-OBJ
,.,.,O
Sentence: 52,Karst,JJ,B-SUBJ
,-,HYPH,I-SUBJ
,like,JJ,I-SUBJ
,landforms,NNS,I-SUBJ
,produced,VBN,O
,by,IN,O
,processes,NNS,O
,other,JJ,O
,than,IN,O
,dissolution,NN,O
,or,CC,O
,corrosion,NN,O
,-,HYPH,O
,induced,VBN,O
,subsidence,NN,O
,and,CC,O
,collapse,NN,O
,are,VBP,O
,known,VBN,O
,as,IN,O
,pseudokarst,NN,B-OBJ
,.,.,O
Sentence: 53,Thermokarst,NNP,B-OBJ
,is,VBZ,O
,a,DT,O
,related,JJ,O
,term,NN,O
,applied,VBN,O
,to,IN,O
,topographic,JJ,B-SUBJ
,depressions,NNS,I-SUBJ
,resulting,VBG,O
,from,IN,O
,thawing,NN,O
,of,IN,O
,ground,NN,O
,ice,NN,O
,.,.,O
,ground,NN,O
,ice,NN,O
Sentence: 54,Thermokarst,NNP,B-OBJ
,is,VBZ,O
,a,DT,O
,related,JJ,O
,term,NN,O
,applied,VBN,O
,to,IN,O
,topographic,JJ,O
,depressions,NNS,O
,resulting,VBG,B-SUBJ
,from,IN,I-SUBJ
,thawing,NN,I-SUBJ
,of,IN,I-SUBJ
,ground,NN,I-SUBJ
,ice,NN,I-SUBJ
,.,.,O
,ground,NN,O
,ice,NN,O
Sentence: 55,Holokarst,NNP,B-OBJ
,is,VBZ,O
,pure,JJ,O
,karst,NN,O
,uninfluenced,JJ,O
,by,IN,O
,other,JJ,O
,rocks,NNS,O
,",",",",O
,and,CC,O
,is,VBZ,O
,developed,VBN,B-SUBJ
,on,IN,I-SUBJ
,thick,JJ,I-SUBJ
,limestones,NNS,I-SUBJ
,extending,VBG,O
,well,RB,O
,below,IN,O
,baselevel,NN,O
,.,.,O
Sentence: 56,Holokarst,NNP,B-OBJ
,is,VBZ,O
,pure,JJ,O
,karst,NN,B-SUBJ
,uninfluenced,JJ,O
,by,IN,O
,other,JJ,O
,rocks,NNS,O
,",",",",O
,and,CC,O
,is,VBZ,O
,developed,VBN,O
,on,IN,O
,thick,JJ,O
,limestones,NNS,O
,extending,VBG,O
,well,RB,O
,below,IN,O
,baselevel,NN,O
,.,.,O
Sentence: 58,Holokarst,NNP,B-OBJ
,is,VBZ,O
,pure,JJ,O
,karst,NN,O
,uninfluenced,JJ,O
,by,IN,O
,other,JJ,O
,rocks,NNS,O
,",",",",O
,and,CC,O
,is,VBZ,O
,developed,VBN,O
,on,IN,O
,thick,JJ,O
,limestones,NNS,O
,extending,VBG,B-SUBJ
,well,RB,I-SUBJ
,below,IN,I-SUBJ
,baselevel,NN,I-SUBJ
,.,.,O
Sentence: 59,Concentrated,VBN,B-SUBJ
,inflows,NNS,I-SUBJ
,of,IN,I-SUBJ
,water,NN,I-SUBJ
,from,IN,I-SUBJ
,allogenic,JJ,I-SUBJ
,sources,NNS,I-SUBJ
,sink,VBP,I-SUBJ
,underground,RB,I-SUBJ
,at,IN,O
,swallow,NN,B-OBJ
,holes,NNS,I-OBJ
,(,-LRB-,O
,also,RB,O
,known,VBN,O
,as,IN,O
,swallets,NNS,O
,",",",",O
,stream,NN,O
,-,HYPH,O
,sinks,NNS,O
,or,CC,O
,ponors,NNS,O
,),-RRB-,O
,.,.,O
Sentence: 60,Concentrated,VBN,B-SUBJ
,inflows,NNS,I-SUBJ
,of,IN,I-SUBJ
,water,NN,I-SUBJ
,from,IN,I-SUBJ
,allogenic,JJ,I-SUBJ
,sources,NNS,I-SUBJ
,sink,VBP,I-SUBJ
,underground,RB,I-SUBJ
,at,IN,O
,swallow,NN,O
,holes,NNS,O
,(,-LRB-,O
,also,RB,O
,known,VBN,O
,as,IN,O
,swallets,NNS,O
,",",",",O
,stream,NN,B-OBJ
,-,HYPH,I-OBJ
,sinks,NNS,I-OBJ
,or,CC,O
,ponors,NNS,O
,),-RRB-,O
,.,.,O
Sentence: 61,Concentrated,VBN,B-SUBJ
,inflows,NNS,I-SUBJ
,of,IN,I-SUBJ
,water,NN,I-SUBJ
,from,IN,I-SUBJ
,allogenic,JJ,I-SUBJ
,sources,NNS,I-SUBJ
,sink,VBP,I-SUBJ
,underground,RB,I-SUBJ
,at,IN,O
,swallow,NN,O
,holes,NNS,O
,(,-LRB-,O
,also,RB,O
,known,VBN,O
,as,IN,O
,swallets,NNS,B-OBJ
,",",",",O
,stream,NN,O
,-,HYPH,O
,sinks,NNS,O
,or,CC,O
,ponors,NNS,O
,),-RRB-,O
,.,.,O
Sentence: 62,Concentrated,VBN,B-SUBJ
,inflows,NNS,I-SUBJ
,of,IN,I-SUBJ
,water,NN,I-SUBJ
,from,IN,I-SUBJ
,allogenic,JJ,I-SUBJ
,sources,NNS,I-SUBJ
,sink,VBP,I-SUBJ
,underground,RB,I-SUBJ
,at,IN,O
,swallow,NN,O
,holes,NNS,O
,(,-LRB-,O
,also,RB,O
,known,VBN,O
